165,132,,,,id_agent,2009-11-06 13:03:21,int(20),document_rows,контрагент?,,0,0,PRIMARY,,1,,1,0,,
166,113,,,,no_acct,2009-11-06 13:05:07,int(1),accounts,забалансовый,0,0,0,,,1,,1,0,,
167,113,,,,sub_count0,2009-11-06 13:06:28,varchar(200),accounts,что-то из 1с,,1,0,,,1,,1,0,,
168,113,,,,sub_count1,2009-11-06 13:06:24,varchar(200),accounts,что-то из 1с,,1,0,,0,1,,1,0,,
169,113,,,,sub_count2,2009-11-06 13:06:20,varchar(200),accounts,что-то из 1с,,1,0,,0,1,,1,0,,
170,42,,,,old_quota_name,2009-11-06 13:27:51,varchar(200),acct_objects,,,1,0,,,1,,1,0,,
171,38,,,,old_quota_name,2009-11-06 13:28:10,varchar(200),acct_objects,,,1,0,,0,1,,1,0,,
187,183,,,,cc,2009-11-08 05:18:00,varchar(200),test-load,,,1,0,,,1,,0,0,,
186,183,,,,id,2009-11-08 05:17:00,int(20),test-load,,,0,1,PRIMARY,,1,,0,0,,
185,183,,,,b,2009-11-08 05:16:16,varchar(200),test-load,,,1,0,,,1,,0,0,,
182,57,,,,test-load,2009-11-08 05:15:25,table,test-load,,,1,0,,,1,,0,0,,
183,1,,,,just-test,2009-11-08 05:15:43,,,,,1,0,,,0,,0,0,,
184,183,,,,a,2009-11-08 05:15:59,varchar(200),test-load,,,1,0,,,1,,0,0,,
181,38,,,,old_1c_name,2009-11-06 13:29:40,varchar(200),acct_objects,,,1,0,,0,1,,1,0,,
180,42,,,,old_1c_name,2009-11-06 13:29:32,varchar(200),acct_objects,,,1,0,,,1,,1,0,,
